                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     39,                0.51349,                0.35366,                0.85276,                0.85126,                0.82422,                0.88489,                0.65288,                0.55775,                0.38464,                0.86428,             0.00044576,             0.00044576,             0.00044576
                     40,                 0.5172,                0.35166,                0.85471,                0.85174,                0.82356,                0.88368,                0.65424,                0.55696,                0.39786,                0.86306,             0.00041275,             0.00041275,             0.00041275
                     41,                0.50978,                 0.3443,                0.84955,                0.87149,                0.81539,                0.88847,                0.64926,                0.56815,                 0.3887,                0.86903,             0.00037974,             0.00037974,             0.00037974
                     42,                 0.5012,                0.34346,                  0.846,                 0.8332,                0.83441,                0.89012,                0.66348,                0.54636,                0.38436,                0.86442,             0.00034674,             0.00034674,             0.00034674
                     43,                0.50504,                0.33776,                0.85208,                0.86151,                0.82983,                0.89506,                0.66434,                0.54876,                0.38425,                0.86422,             0.00031373,             0.00031373,             0.00031373
                     44,                0.50166,                0.34259,                0.85085,                0.84567,                0.84537,                0.89464,                0.67075,                0.53951,                0.38004,                0.86319,             0.00028072,             0.00028072,             0.00028072
                     45,                0.49646,                0.33601,                0.85032,                0.85443,                0.83434,                0.88882,                0.66521,                0.54662,                0.38861,                0.86498,             0.00024772,             0.00024772,             0.00024772
                     46,                 0.4918,                0.33212,                0.84394,                0.86319,                0.82547,                0.89332,                0.66956,                0.54737,                0.38539,                 0.8664,             0.00021471,             0.00021471,             0.00021471
                     47,                0.49099,                0.32727,                0.84399,                0.85522,                0.83789,                0.89278,                0.67105,                0.54138,                0.38848,                0.86439,              0.0001817,              0.0001817,              0.0001817
                     48,                0.48752,                0.32518,                0.84372,                0.85577,                0.82721,                0.89321,                0.67278,                0.53738,                0.38639,                0.86315,              0.0001487,              0.0001487,              0.0001487
                     49,                0.48446,                0.32836,                0.84398,                0.84807,                0.83637,                0.89476,                0.67166,                0.53951,                0.38288,                0.86359,             0.00011569,             0.00011569,             0.00011569
                     50,                0.47933,                0.32332,                0.84079,                 0.8649,                0.82789,                0.89715,                0.67326,                0.53842,                0.37846,                0.86499,             8.2683e-05,             8.2683e-05,             8.2683e-05
