                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     37,                0.50635,                0.28854,                0.85282,                0.79191,                0.69452,                0.73752,                0.53792,                0.49468,                0.24898,                0.84195,               0.006535,               0.006535,               0.006535
                     38,                0.49848,                0.28876,                 0.8501,                0.76952,                0.71173,                0.73455,                0.54048,                0.48939,                 0.2523,                  0.845,               0.006436,               0.006436,               0.006436
                     39,                0.50268,                0.28822,                0.85548,                0.79271,                0.71849,                0.73234,                0.53836,                0.50855,                0.25378,                0.84599,               0.006337,               0.006337,               0.006337
                     40,                0.49802,                 0.2856,                0.84569,                0.74174,                0.72818,                0.73293,                0.54947,                0.44878,                0.23836,                0.83031,               0.006238,               0.006238,               0.006238
                     41,                0.50306,                0.28812,                0.84727,                0.74833,                0.71855,                0.74975,                0.55684,                0.45988,                0.23626,                0.83284,               0.006139,               0.006139,               0.006139
                     42,                0.49412,                0.28248,                0.85086,                0.76562,                0.71085,                0.73888,                0.54248,                0.45661,                0.23267,                0.83163,                0.00604,                0.00604,                0.00604
                     43,                0.49744,                0.28541,                0.84685,                0.77306,                0.71936,                0.74268,                0.55244,                0.45754,                0.23911,                0.83088,               0.005941,               0.005941,               0.005941
                     44,                0.48883,                0.28064,                0.84458,                0.78672,                0.69496,                0.74153,                0.53964,                0.48214,                0.24112,                0.83669,               0.005842,               0.005842,               0.005842
                     45,                0.49196,                0.27972,                0.84923,                0.78047,                0.70465,                0.74481,                0.55339,                0.46111,                0.23164,                0.83293,               0.005743,               0.005743,               0.005743
                     46,                0.48401,                 0.2768,                0.84242,                 0.7713,                0.74333,                0.75547,                0.54732,                0.46608,                0.23724,                0.83225,               0.005644,               0.005644,               0.005644
                     47,                0.48313,                0.27693,                0.84546,                0.81388,                0.71527,                0.76201,                0.54512,                0.47074,                0.23496,                0.83627,               0.005545,               0.005545,               0.005545
                     48,                0.48516,                0.27918,                0.84675,                0.78358,                0.72564,                0.74818,                 0.5486,                0.45703,                0.23523,                0.83164,               0.005446,               0.005446,               0.005446
                     49,                0.48291,                0.27306,                0.84222,                0.73304,                0.74877,                0.74909,                0.55486,                 0.4532,                0.22747,                0.83004,               0.005347,               0.005347,               0.005347
                     50,                0.47771,                0.27312,                0.84026,                0.75903,                0.73494,                0.75024,                0.54897,                0.44971,                0.22605,                0.82845,               0.005248,               0.005248,               0.005248
                     51,                0.48179,                0.26973,                0.84353,                0.80155,                0.73248,                0.77684,                0.55535,                0.45711,                0.22582,                0.83044,               0.005149,               0.005149,               0.005149
                     52,                0.47849,                0.26995,                0.84316,                0.79389,                0.71686,                 0.7519,                0.55286,                0.45156,                0.22734,                0.82932,                0.00505,                0.00505,                0.00505
                     53,                0.47474,                  0.268,                0.84107,                0.81149,                0.72435,                0.77057,                0.55901,                0.44914,                0.22771,                0.82911,               0.004951,               0.004951,               0.004951
                     54,                0.46958,                 0.2669,                0.83895,                0.74174,                0.74191,                0.74816,                0.55731,                0.44775,                0.22809,                0.82816,               0.004852,               0.004852,               0.004852
                     55,                0.47062,                0.26912,                0.83552,                0.76127,                0.74444,                0.75711,                0.55835,                0.45017,                0.22801,                0.82901,               0.004753,               0.004753,               0.004753
                     56,                0.46598,                0.26502,                0.83396,                0.77083,                0.73701,                0.75809,                0.56615,                0.44368,                0.22393,                0.82783,               0.004654,               0.004654,               0.004654
                     57,                0.46505,                0.25976,                0.84032,                0.77421,                0.75465,                0.76398,                0.56154,                0.44638,                0.22303,                0.82768,               0.004555,               0.004555,               0.004555
                     58,                0.46308,                0.25958,                0.83573,                0.77911,                0.75458,                0.76741,                0.55736,                0.44825,                0.22075,                0.82855,               0.004456,               0.004456,               0.004456
                     59,                0.46244,                0.25869,                0.83454,                0.76318,                0.74376,                0.75969,                0.56133,                0.44502,                0.22274,                0.82654,               0.004357,               0.004357,               0.004357
                     60,                0.45925,                0.25752,                 0.8333,                 0.7669,                0.75028,                0.75999,                0.56101,                0.44183,                0.22093,                 0.8255,               0.004258,               0.004258,               0.004258
                     61,                0.45739,                0.25499,                0.83404,                0.77407,                0.73319,                0.75974,                0.56295,                0.43846,                0.22153,                 0.8249,               0.004159,               0.004159,               0.004159
                     62,                0.46324,                0.25644,                0.83628,                0.79511,                0.73113,                0.76414,                0.56478,                0.43686,                0.21865,                0.82489,                0.00406,                0.00406,                0.00406
                     63,                0.45592,                0.25749,                0.83323,                0.78435,                0.73139,                0.76108,                0.56532,                0.43623,                0.21853,                0.82438,               0.003961,               0.003961,               0.003961
                     64,                0.44385,                0.25444,                 0.8266,                0.77313,                0.74551,                0.75982,                0.56262,                0.44026,                0.21956,                 0.8253,               0.003862,               0.003862,               0.003862
                     65,                0.45259,                0.24871,                0.83331,                0.76693,                0.75128,                0.75294,                0.55671,                0.43945,                0.22021,                0.82516,               0.003763,               0.003763,               0.003763
                     66,                0.45392,                0.24828,                0.82878,                0.76006,                0.74496,                0.75587,                0.55846,                0.43766,                0.21724,                0.82473,               0.003664,               0.003664,               0.003664
                     67,                0.44449,                0.24669,                0.82715,                0.75505,                   0.74,                0.74688,                0.55552,                0.43826,                0.21623,                0.82537,               0.003565,               0.003565,               0.003565
                     68,                0.43997,                 0.2456,                0.82796,                0.76687,                 0.7467,                 0.7619,                0.55719,                0.43638,                0.21503,                0.82477,               0.003466,               0.003466,               0.003466
                     69,                0.44307,                0.24328,                0.82918,                0.81458,                0.70937,                0.75826,                0.55716,                0.43526,                  0.215,                0.82457,               0.003367,               0.003367,               0.003367
                     70,                0.44434,                0.24416,                0.83006,                0.82087,                0.72023,                0.76971,                0.55849,                0.43601,                0.21474,                0.82464,               0.003268,               0.003268,               0.003268
                     71,                0.44266,                0.23994,                0.82732,                0.81933,                0.71729,                0.76608,                0.55415,                0.43598,                0.21505,                0.82357,               0.003169,               0.003169,               0.003169
                     72,                0.43581,                0.23839,                0.82618,                0.79768,                0.71097,                0.76012,                0.55548,                0.43629,                0.21444,                0.82369,                0.00307,                0.00307,                0.00307
                     73,                0.43201,                0.23586,                0.82748,                0.78418,                0.71097,                0.76065,                0.55448,                0.43616,                0.21303,                0.82377,               0.002971,               0.002971,               0.002971
                     74,                0.43351,                0.23775,                0.82638,                0.78504,                0.71391,                0.75148,                0.55369,                0.43641,                0.21194,                0.82446,               0.002872,               0.002872,               0.002872
                     75,                0.42537,                0.22993,                0.82139,                0.76823,                0.73105,                0.75476,                0.55301,                0.43859,                0.21134,                0.82441,               0.002773,               0.002773,               0.002773
                     76,                0.42262,                0.23073,                0.82474,                0.74108,                0.74038,                0.74317,                0.55411,                0.43742,                0.21008,                 0.8242,               0.002674,               0.002674,               0.002674
                     77,                0.42911,                0.23187,                0.82051,                0.75743,                0.73228,                  0.755,                0.55673,                 0.4375,                0.21139,                0.82363,               0.002575,               0.002575,               0.002575
                     78,                0.42346,                0.22798,                0.82099,                0.80629,                0.69876,                0.75008,                0.55777,                0.43623,                0.21059,                0.82337,               0.002476,               0.002476,               0.002476
                     79,                0.41649,                0.22819,                0.82067,                0.74027,                0.73538,                0.74629,                0.55786,                0.43458,                0.21076,                0.82284,               0.002377,               0.002377,               0.002377
                     80,                0.41857,                0.22667,                0.82231,                0.74229,                0.72906,                0.74536,                 0.5565,                0.43379,                0.21081,                0.82273,               0.002278,               0.002278,               0.002278
                     81,                0.41564,                0.22224,                0.81945,                0.82022,                0.68874,                0.75037,                0.55763,                0.43325,                0.21002,                 0.8227,               0.002179,               0.002179,               0.002179
                     82,                0.41719,                0.22281,                0.81939,                0.75741,                0.73409,                0.75448,                0.55815,                0.43395,                0.21054,                0.82307,                0.00208,                0.00208,                0.00208
                     83,                0.41217,                 0.2207,                0.81925,                0.78702,                0.71054,                0.75251,                0.55818,                0.43349,                0.21032,                0.82298,               0.001981,               0.001981,               0.001981
                     84,                0.40664,                0.21906,                 0.8172,                0.74399,                0.73995,                0.74561,                0.55667,                0.43302,                0.21035,                0.82304,               0.001882,               0.001882,               0.001882
                     85,                0.40846,                0.21775,                0.81485,                0.72447,                0.73734,                0.74077,                0.55504,                0.43261,                0.21075,                0.82292,               0.001783,               0.001783,               0.001783
                     86,                0.40682,                0.21443,                0.81561,                0.72938,                0.74316,                0.74103,                0.55596,                0.43282,                0.21146,                0.82299,               0.001684,               0.001684,               0.001684
