                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     23,                0.48607,                0.27993,                0.84186,                0.38247,                0.18011,                0.29407,                0.23032,                 1.1991,                 4.5551,                 1.1698,               0.007921,               0.007921,               0.007921
                     24,                0.48285,                0.27845,                0.84108,                 0.7308,                0.43162,                0.51717,                0.35046,                 1.0767,                  0.956,                 1.0861,               0.007822,               0.007822,               0.007822
                     25,                 0.4848,                0.28033,                0.84195,                 0.7865,                0.71116,                0.76123,                0.54847,                0.49581,                0.25275,                0.83928,               0.007723,               0.007723,               0.007723
                     26,                0.48424,                0.27865,                0.84562,                0.41387,                 0.2693,                0.28564,                0.19745,                 1.5813,                   5.74,                  1.345,               0.007624,               0.007624,               0.007624
                     27,                0.48885,                0.27848,                0.84359,                 0.3434,                0.38686,                0.41924,                0.30309,                 1.1189,                 2.4054,                 1.1337,               0.007525,               0.007525,               0.007525
                     28,                0.48349,                0.27683,                0.84259,                0.69691,                0.64477,                0.64284,                0.44108,                  0.795,                 0.4328,                0.94619,               0.007426,               0.007426,               0.007426
                     29,                0.48531,                0.27486,                0.84162,                0.81591,                0.72922,                0.78297,                0.55961,                0.49231,                0.24759,                 0.8345,               0.007327,               0.007327,               0.007327
                     30,                0.48082,                0.27563,                0.84127,                0.76679,                0.66854,                0.70261,                0.50798,                0.60757,                0.33026,                0.87428,               0.007228,               0.007228,               0.007228
                     31,                0.47949,                0.27491,                 0.8417,                0.84188,                0.75888,                0.78286,                0.55478,                0.49077,                0.24956,                 0.8322,               0.007129,               0.007129,               0.007129
                     32,                0.47368,                0.27055,                0.83642,                0.77195,                0.73226,                0.74705,                0.53393,                0.52559,                0.24946,                0.84757,                0.00703,                0.00703,                0.00703
                     33,                0.47702,                0.26664,                0.83891,                0.82008,                0.76042,                 0.8036,                 0.5657,                0.45062,                0.22893,                0.82263,               0.006931,               0.006931,               0.006931
                     34,                0.46993,                0.27026,                0.83617,                0.82095,                0.73413,                0.78309,                0.56205,                0.44786,                0.23044,                0.82247,               0.006832,               0.006832,               0.006832
                     35,                0.46968,                0.26752,                0.83728,                0.80241,                0.67652,                0.72894,                0.53515,                0.52389,                0.27644,                0.84715,               0.006733,               0.006733,               0.006733
                     36,                0.47104,                0.26822,                0.84059,                0.72175,                0.65586,                0.66222,                0.47864,                0.71691,                0.35657,                0.91053,               0.006634,               0.006634,               0.006634
                     37,                0.46835,                0.27064,                0.83684,                0.74818,                0.74011,                  0.747,                0.54704,                0.48133,                0.23818,                 0.8326,               0.006535,               0.006535,               0.006535
                     38,                0.46288,                0.26428,                0.82924,                0.83203,                0.74015,                0.79695,                0.57425,                0.43983,                0.22562,                0.82133,               0.006436,               0.006436,               0.006436
                     39,                0.46784,                0.26092,                0.83409,                0.85184,                0.74617,                0.78737,                0.56648,                0.46443,                0.23029,                0.82595,               0.006337,               0.006337,               0.006337
                     40,                 0.4594,                0.26146,                0.83656,                 0.8558,                0.73158,                0.79583,                0.57909,                0.42871,                0.21353,                0.81832,               0.006238,               0.006238,               0.006238
                     41,                0.46346,                0.26415,                 0.8334,                0.85262,                0.68465,                0.75676,                0.54114,                0.54265,                0.26451,                0.85421,               0.006139,               0.006139,               0.006139
                     42,                0.45958,                0.25899,                0.83301,                0.81146,                0.75521,                 0.7696,                0.56911,                0.42876,                0.21822,                0.81932,                0.00604,                0.00604,                0.00604
                     43,                0.45986,                  0.258,                0.83163,                0.77945,                0.77173,                0.78899,                0.56224,                0.45064,                0.22594,                0.82345,               0.005941,               0.005941,               0.005941
                     44,                0.45911,                0.25889,                 0.8338,                0.77735,                0.77121,                0.79234,                0.57534,                0.42852,                0.21882,                0.81858,               0.005842,               0.005842,               0.005842
                     45,                0.45617,                0.25942,                 0.8292,                0.82503,                0.75775,                0.79693,                0.57438,                0.43034,                0.21875,                0.81849,               0.005743,               0.005743,               0.005743
                     46,                0.45196,                0.25627,                0.83018,                0.84421,                0.75267,                0.78983,                0.57151,                0.42518,                0.21577,                0.81593,               0.005644,               0.005644,               0.005644
                     47,                0.45525,                 0.2593,                0.83522,                 0.8408,                 0.7617,                0.79926,                0.57153,                0.42192,                0.21338,                0.81657,               0.005545,               0.005545,               0.005545
                     48,                0.44539,                0.25278,                0.83015,                0.82371,                0.74063,                0.79081,                0.57549,                 0.4212,                0.21199,                0.81497,               0.005446,               0.005446,               0.005446
                     49,                0.44427,                0.25924,                0.82826,                0.81844,                 0.7682,                0.79998,                0.57911,                0.42346,                 0.2149,                0.81576,               0.005347,               0.005347,               0.005347
                     50,                0.44859,                 0.2531,                0.82313,                0.82877,                0.74872,                0.79187,                0.57293,                0.42565,                0.21717,                0.81674,               0.005248,               0.005248,               0.005248
                     51,                0.44142,                0.24956,                 0.8301,                0.81062,                0.77088,                0.80138,                0.58025,                0.43693,                0.21603,                0.81962,               0.005149,               0.005149,               0.005149
