                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     12,                0.56849,                0.39997,                0.87336,                0.89963,                0.83249,                0.91492,                0.64986,                0.58618,                0.39588,                0.86644,              0.0013369,              0.0013369,              0.0013369
                     13,                0.56955,                0.39904,                0.86679,                0.78609,                0.67693,                0.75086,                  0.498,                0.77419,                0.51869,                0.94324,              0.0013039,              0.0013039,              0.0013039
                     14,                0.56751,                0.39943,                0.87359,                0.90607,                0.83949,                0.91791,                0.66265,                0.56186,                 0.3907,                 0.8613,              0.0012709,              0.0012709,              0.0012709
                     15,                0.56058,                0.39336,                0.86694,                0.88906,                0.84327,                0.91269,                0.66978,                0.54308,                0.38856,                0.85985,              0.0012379,              0.0012379,              0.0012379
                     16,                0.55971,                0.38961,                0.86782,                0.88653,                0.84429,                0.91318,                0.66723,                0.56375,                0.39033,                 0.8658,              0.0012049,              0.0012049,              0.0012049
                     17,                0.56226,                0.38785,                0.86955,                0.88969,                0.83272,                0.91365,                0.66006,                 0.5633,                0.37778,                0.86332,              0.0011719,              0.0011719,              0.0011719
                     18,                0.55354,                0.37716,                0.86408,                0.89154,                0.82052,                0.90709,                0.64104,                0.60943,                0.40267,                0.87103,              0.0011389,              0.0011389,              0.0011389
                     19,                0.55037,                0.37976,                0.86269,                0.88381,                0.82959,                  0.898,                0.62691,                0.64058,                0.41298,                0.88883,              0.0011059,              0.0011059,              0.0011059
                     20,                0.54534,                0.36885,                0.86115,                0.88472,                0.86413,                0.92749,                0.67464,                0.54318,                0.38061,                0.85461,              0.0010729,              0.0010729,              0.0010729
                     21,                0.54754,                0.37275,                 0.8603,                0.88576,                0.82987,                 0.9106,                0.66357,                0.56312,                0.39383,                0.86419,              0.0010399,              0.0010399,              0.0010399
                     22,                0.53476,                0.36699,                0.85852,                0.90984,                0.84414,                0.92429,                0.68536,                0.53543,                0.36984,                0.85501,              0.0010069,              0.0010069,              0.0010069
                     23,                0.53134,                0.36162,                0.85566,                0.90878,                0.83386,                0.92268,                0.67865,                0.54117,                0.35952,                 0.8533,             0.00097386,             0.00097386,             0.00097386
                     24,                0.53404,                 0.3599,                0.85911,                0.91344,                0.84882,                0.92683,                0.67983,                0.55197,                0.36823,                0.86096,             0.00094085,             0.00094085,             0.00094085
                     25,                0.52747,                0.36014,                0.85407,                  0.887,                 0.8385,                0.90412,                0.63594,                0.62542,                0.39249,                0.88451,             0.00090785,             0.00090785,             0.00090785
                     26,                0.52451,                0.35634,                0.85179,                0.89702,                0.87707,                0.93672,                0.69225,                0.53903,                0.35936,                0.85552,             0.00087484,             0.00087484,             0.00087484
                     27,                0.52842,                0.35177,                0.85421,                0.90206,                 0.8594,                0.93159,                 0.6929,                0.53214,                0.36916,                0.85661,             0.00084184,             0.00084184,             0.00084184
                     28,                0.52083,                0.35008,                 0.8497,                0.88761,                0.86906,                0.93232,                0.69195,                0.54159,                0.37081,                0.85932,             0.00080883,             0.00080883,             0.00080883
                     29,                0.51726,                0.35012,                0.85271,                0.88654,                0.86809,                0.92874,                0.69425,                0.53693,                0.36634,                0.85531,             0.00077582,             0.00077582,             0.00077582
                     30,                0.50922,                0.34393,                0.84858,                0.88825,                0.87358,                0.92944,                0.69111,                0.53872,                0.38132,                 0.8575,             0.00074282,             0.00074282,             0.00074282
                     31,                0.50756,                0.33804,                0.84881,                0.88528,                0.86945,                0.93205,                0.69562,                0.53656,                0.36557,                0.85337,             0.00070981,             0.00070981,             0.00070981
                     32,                0.50645,                0.33366,                0.84523,                 0.9249,                0.85582,                0.94137,                0.70475,                0.54127,                 0.3559,                0.85979,              0.0006768,              0.0006768,              0.0006768
                     33,                0.50599,                0.33441,                0.84792,                0.90762,                0.86811,                0.93905,                0.70988,                 0.5198,                0.36406,                0.85167,              0.0006438,              0.0006438,              0.0006438
                     34,                0.50372,                0.33228,                0.84444,                0.89133,                0.86396,                0.93524,                0.70713,                0.52358,                0.36404,                0.85421,             0.00061079,             0.00061079,             0.00061079
                     35,                0.50277,                0.33118,                0.84425,                0.89674,                0.86602,                0.93481,                0.69485,                0.54574,                0.37061,                 0.8582,             0.00057778,             0.00057778,             0.00057778
                     36,                 0.4981,                 0.3273,                0.84348,                0.88543,                0.87519,                0.93534,                0.70113,                0.52584,                0.36363,                0.85435,             0.00054478,             0.00054478,             0.00054478
                     37,                0.49126,                0.32269,                0.83664,                0.90423,                0.87174,                0.93822,                0.71188,                0.52132,                0.35026,                0.85368,             0.00051177,             0.00051177,             0.00051177
                     38,                0.48926,                0.32081,                0.83984,                0.90728,                0.86545,                0.93779,                0.72044,                0.51452,                0.35501,                0.85162,             0.00047876,             0.00047876,             0.00047876
                     39,                0.48835,                0.32003,                0.83568,                0.90465,                 0.8743,                0.93854,                0.71847,                0.51292,                0.35719,                0.85231,             0.00044576,             0.00044576,             0.00044576
                     40,                0.48266,                0.31189,                0.84044,                0.90426,                0.86044,                0.94136,                0.71391,                0.52713,                0.36023,                0.85474,             0.00041275,             0.00041275,             0.00041275
                     41,                0.47645,                0.31515,                0.83988,                0.90062,                0.87579,                0.93973,                0.72017,                0.51369,                0.35265,                 0.8533,             0.00037974,             0.00037974,             0.00037974
                     42,                0.47331,                0.31183,                0.83486,                0.90459,                0.86842,                0.93824,                0.71998,                0.51347,                0.36124,                0.85298,             0.00034674,             0.00034674,             0.00034674
                     43,                0.47001,                 0.3128,                0.83511,                0.89783,                0.87666,                0.93796,                0.71874,                0.51635,                 0.3638,                0.85441,             0.00031373,             0.00031373,             0.00031373
                     44,                 0.4689,                0.30766,                0.83488,                0.90074,                0.87787,                0.93952,                0.72043,                0.51679,                0.35915,                 0.8545,             0.00028072,             0.00028072,             0.00028072
                     45,                0.46836,                0.30639,                0.82864,                0.89429,                 0.8887,                0.94272,                0.72431,                0.50853,                 0.3567,                0.85205,             0.00024772,             0.00024772,             0.00024772
                     46,                0.46433,                0.30582,                 0.8296,                0.89711,                0.88753,                0.94128,                0.72376,                0.50791,                0.36083,                0.85156,             0.00021471,             0.00021471,             0.00021471
                     47,                0.45791,                0.29772,                0.82761,                0.89994,                0.88385,                0.94416,                0.72715,                0.50476,                0.35401,                0.85091,              0.0001817,              0.0001817,              0.0001817
                     48,                0.45833,                0.29859,                0.83145,                 0.8943,                0.88399,                0.94221,                0.72851,                0.50422,                0.35507,                0.84969,              0.0001487,              0.0001487,              0.0001487
                     49,                0.45332,                0.29624,                 0.8309,                0.90737,                0.87566,                0.94315,                0.73157,                0.50499,                0.35648,                0.84958,             0.00011569,             0.00011569,             0.00011569
                     50,                0.44899,                0.29278,                0.82897,                0.90237,                 0.8853,                0.94452,                0.72987,                0.50293,                0.35567,                0.85146,             8.2683e-05,             8.2683e-05,             8.2683e-05
